,external_gene_name,gene_biotype,kME.set1.ME,kME.set2.ME,kME.set3ME,p.kME.set1.ME,p.kME.set2.ME,p.kME.set3ME,Module
4406,TMPO,protein_coding,0.9818821807464001,0.9870405741293751,0.9771864401363729,5.51587885416985e-13,3.8412087473123904e-14,3.43489474754249e-12,green
13155,SF3B3,protein_coding,0.9816899951474028,0.990661823307073,0.974050893269602,5.99809563397689e-13,2.8235393024511e-15,9.529472649391141e-12,green
10738,FAM98B,protein_coding,0.9813146852480309,0.9804159675250441,0.935801637349507,7.04689947486803e-13,1.02326421900568e-12,1.1847505076731999e-08,green
6183,ACTL6A,protein_coding,0.981061832796581,0.986580095406643,0.967848358825164,7.840685013285401e-13,5.0716780984136105e-14,5.19078590831137e-11,green
2363,SLC25A15,protein_coding,0.9805916677351479,0.969315663643903,0.9774872195600809,9.52611638497867e-13,3.58880824325261e-11,3.09180620227158e-12,green
8121,SMARCA5,protein_coding,0.9804964385923479,0.9965735036987969,0.98772427547636,9.90357071341314e-13,9.45165337498862e-19,2.49509723636531e-14,green
730,BCAT1,protein_coding,0.980290285219146,0.967840652775249,0.935035531284739,1.0765701770601e-12,5.20062085996713e-11,1.29950864987352e-08,green
6953,SAE1,protein_coding,0.9797525945542229,0.9806140398557629,0.985790107108795,1.33297547605956e-12,9.439285661967301e-13,7.99482963953901e-14,green
2257,CSTF2,protein_coding,0.979668932345754,0.985256228520337,0.9592676897762109,1.3773192536577802e-12,1.07207667417074e-13,3.35235981369167e-10,green
5723,SLF1,protein_coding,0.979500263328568,0.938161356967797,0.892920638309012,1.47065082656363e-12,8.846830388180749e-09,6.18070709332924e-07,green
12317,SF3A3,protein_coding,0.97899983223479,0.9748189179450959,0.945894207494085,1.7808341013787202e-12,7.51161619396192e-12,3.1143011825439098e-09,green
6475,BARD1,protein_coding,0.978694503057564,0.9835488718715278,0.9319282238708821,1.99691022186311e-12,2.5621281479732303e-13,1.86978946998677e-08,green
897,PKM,protein_coding,0.978283205866523,0.9891292955062979,0.9827828342854961,2.323968495394e-12,9.47718527396341e-15,3.67863260730675e-13,green
6997,PLK4,protein_coding,0.9778302327079879,0.9838119633772721,0.9515354840345229,2.7373857534792597e-12,2.2539623990005897e-13,1.3139758676262e-09,green
9230,CCT3,protein_coding,0.977723078065445,0.9839222234873108,0.9782601382250741,2.8440830633490002e-12,2.1347701002263297e-13,2.3436205654837002e-12,green
4967,BCL2L12,protein_coding,0.991404246401272,0.987817826862523,0.973423673291553,1.4587323952377399e-15,2.3476620679436404e-14,1.1513106017325801e-11,black
15957,LINC00665,lncRNA,0.9904963832535408,0.9803207132061559,0.940491534567179,3.2477609203503903e-15,1.0634471572070698e-12,6.55491039555698e-09,black
2142,SALL4,protein_coding,0.9899401592849741,0.9687921900536829,0.960374799335345,5.11030715671145e-15,4.102100833832979e-11,2.69855333431317e-10,black
7181,CAMKMT,protein_coding,0.9838204416036959,0.9475969520486941,0.9423466777972929,2.2445954771519896e-13,2.4244591913595396e-09,5.1179926938381604e-09,black
3333,LTA4H,protein_coding,0.983235503777712,0.9846286136817249,0.985569603019375,2.9766866209799105e-13,1.49351004282015e-13,9.036688536063989e-14,black
11299,CSRP2,protein_coding,0.9832142060313241,0.994031612515603,0.9718038809051709,3.00687370365831e-13,7.945489254042679e-17,1.8387983877313502e-11,black
9575,DNAAF5,protein_coding,0.982583646484427,0.949734072308077,0.9522825346523821,4.03069496299003e-13,1.74945079662734e-09,1.1631747313577301e-09,black
308,CCDC88C,protein_coding,0.982359118617028,0.94943159588099,0.916328305576602,4.46250536912803e-13,1.83370211502145e-09,9.26682987202517e-08,black
1044,ACTN1,protein_coding,0.981797775715553,0.9770524362762679,0.901008163306591,5.723321311253721e-13,3.5981467069597996e-12,3.38528165427455e-07,black
15091,SLC26A6,protein_coding,0.981734320009548,0.9476673457555029,0.921237868461256,5.883731018488311e-13,2.3990637633625798e-09,5.8036862947042e-08,black
6390,SMAD6,protein_coding,0.9793438808731779,0.966265958205726,0.8972241535528409,1.5620684248632902e-12,7.58555974268585e-11,4.51435409084576e-07,black
4677,CKS2,protein_coding,0.9791600940253999,0.989847621807303,0.9719742544334949,1.67581395778099e-12,5.497116214265739e-15,1.75270856512266e-11,black
14373,NCKIPSD,protein_coding,0.977639715601913,0.9554025228119879,0.9742885712045601,2.92958241770032e-12,6.83919880719242e-10,8.85979834140156e-12,black
11614,AGTRAP,protein_coding,0.977435251559602,0.98746038733703,0.952145516521794,3.14885219249715e-12,2.9554594230160396e-14,1.18964739587959e-09,black
7045,POU2F1,protein_coding,0.9761656823955621,0.9734261676025631,0.991216455262021,4.85957425582579e-12,1.15045546516284e-11,1.7330371244102998e-15,black
10121,DNAAF3,protein_coding,0.9750437888270591,0.9835517402564359,0.9149265054182101,6.996397725878599e-12,2.55857949657191e-13,1.0536469392777302e-07,black
7062,RRNAD1,protein_coding,0.9730713834220921,0.9425897379866591,0.9703695592527359,1.2778030935540199e-11,4.95173650367521e-09,2.72246981694696e-11,black
2968,DNMBP,protein_coding,0.973038773734305,0.9672617259315601,0.982587685504422,1.29010236056682e-11,5.987573652025831e-11,4.0232738940645706e-13,black
6245,MRPL50,protein_coding,0.9729780378304499,0.976700234188908,0.9507837105495,1.3132853867851899e-11,4.059926791407731e-12,1.48262319286495e-09,black
4969,PRMT1,protein_coding,0.9726698303835369,0.9720790835284041,0.966657723226794,1.43661880125094e-11,1.7015038993059698e-11,6.91734342115502e-11,black
6542,NUP54,protein_coding,0.972512030153368,0.982171331214408,0.9715764597424319,1.50358719835328e-11,4.85413957727251e-13,1.9594486806923397e-11,black
2424,AXIN1,protein_coding,0.971727999169764,0.9712711700268429,0.9443694388306411,1.8783133901482697e-11,2.13223300510353e-11,3.87088675258968e-09,black
6022,SMPD2,protein_coding,0.9713125091040559,0.926531953707308,0.8900470232627021,2.10808535243779e-11,3.3832591511708394e-08,7.56806967163098e-07,black
4816,CLYBL,protein_coding,0.971084432305647,0.9318524600459731,0.932782396085458,2.2443449381513e-11,1.88604568942462e-08,1.69475630982528e-08,black
12606,CCDC137,protein_coding,0.970672998506653,0.963477341503649,0.964935414194005,2.50965764510668e-11,1.4194390604980198e-10,1.02935889349408e-10,black
6321,TAF8,protein_coding,0.96969217528118,0.97267868558288,0.960097831022242,3.25514004931556e-11,1.4329391351923001e-11,2.85069536225724e-10,black
10272,ING5,protein_coding,0.9677148966171629,0.8529095257170358,0.880557031377699,5.36343048060786e-11,6.8714673839894795e-06,1.42285752057109e-06,black
5534,LIN28A,protein_coding,0.967679127274922,0.957811361644208,0.9839297782669209,5.4105430629860205e-11,4.4197795696708404e-10,2.1268087554913e-13,black
13633,ZNF544,protein_coding,0.9672699820048359,0.910198503022304,0.926215567745392,5.975660116328039e-11,1.5995004521800598e-07,3.49803772157628e-08,black
6559,CASP6,protein_coding,0.967206699654758,0.9502362165775269,0.8752487345950942,6.06750691001241e-11,1.61700705784332e-09,1.9801034839078e-06,black
1941,MICALL1,protein_coding,0.978256363766951,0.9679008361807859,0.949710813031529,2.3468499181638302e-12,5.1242410547887904e-11,1.75580767173195e-09,brown4
489,RAI14,protein_coding,0.958697969812755,0.9857796243118371,0.957647473385893,3.73961194675923e-10,8.04187083200545e-14,4.55665124625196e-10,brown4
3707,C3orf52,protein_coding,0.951536699704984,0.9540983145684491,0.904433344400112,1.31371728484305e-09,8.57741587223433e-10,2.58267903367537e-07,brown4
14174,ANKRD28,protein_coding,0.9399756335351519,0.9664747708579959,0.948908972208948,7.012015657246341e-09,7.22271911540387e-11,1.98760807386716e-09,brown4
12116,USH1G,protein_coding,0.9362458922574471,0.9299618906716579,0.938435586059231,1.12232095259444e-08,2.33344329047909e-08,8.545278489211089e-09,brown4
8848,SHC1,protein_coding,0.9332022361035159,0.9746435461103129,0.949348034824256,1.61406755170486e-08,7.93609733694118e-12,1.85759016901763e-09,brown4
11521,GCNT4,protein_coding,0.9291759750046908,0.952677450334098,0.9596237301255558,2.54491545347535e-08,1.08972094853125e-09,3.12850633033551e-10,brown4
6032,DYSF,protein_coding,0.9153361015921059,0.914359976223751,0.935977468774125,1.01508019260854e-07,1.10907777416837e-07,1.15969022069035e-08,brown4
18156,INAFM2,protein_coding,0.9072286252075171,0.9004011751210171,0.919249641972146,2.05522488471247e-07,3.5479593949462e-07,7.03951722426559e-08,brown4
18721,ZNF488,protein_coding,0.895950950534148,0.955881165804202,0.9842240403726429,4.96107588654173e-07,6.283097692735491e-10,1.8361999982206502e-13,brown4
8174,DDAH1,protein_coding,0.8954644509176941,0.8768902154482758,0.866368113648154,5.14157741403236e-07,1.79062573405634e-06,3.33382115411282e-06,brown4
17766,WTAPP1,transcribed_processed_pseudogene,0.88569759853091,0.8761731262700879,0.814072990187384,1.0176847522913098e-06,1.87138527943446e-06,3.933898099279171e-05,brown4
19757,PRAG1,protein_coding,0.877181760232376,0.8813569034097131,0.877290667784847,1.7586602059264702e-06,1.35192451117565e-06,1.7468460829794899e-06,brown4
10844,TLN2,protein_coding,0.871433989497121,0.908020528883168,0.944820773412547,2.48829777219415e-06,1.9239184309701604e-07,3.63188254814664e-09,brown4
13571,INKA2,protein_coding,0.8655830670723721,0.9564987820156509,0.9177138637443479,3.4847474420945198e-06,5.623965866707891e-10,8.14430304077536e-08,brown4
11030,RAPH1,protein_coding,0.855701605431035,0.9137259330695758,0.9070282076253259,5.9494356194924005e-06,1.1740917355829999e-07,2.08965964627077e-07,brown4
9974,NAV2,protein_coding,0.8454411731073521,0.9579647145519179,0.8640152867476809,9.96258505035344e-06,4.29496264287405e-10,3.8038050300553597e-06,brown4
20374,IQCJ-SCHIP1,protein_coding,0.84503310320831,0.8778060979781629,0.85140527744173,1.01611899774551e-05,1.6918553431116501e-06,7.417156124802521e-06,brown4
4449,ADCY7,protein_coding,0.838059334668386,0.834488193929807,0.882349041603404,1.4119127654290699e-05,1.66120265127704e-05,1.26819160925448e-06,brown4
7772,GRIK4,protein_coding,0.8365326434842428,0.9205243117953409,0.8953274898493699,1.5142574072406501e-05,6.22360814932694e-08,5.19340433984249e-07,brown4
7220,NXPH2,protein_coding,0.8228461009918501,0.8209353150922071,0.834738581485633,2.75224753444062e-05,2.97973698638203e-05,1.6425754718613e-05,brown4
6330,ARRB1,protein_coding,0.8129577164434341,0.9052515207061569,0.83805791884921,4.11122362505467e-05,2.4173945859755203e-07,1.41200486267215e-05,brown4
16319,RPL6P27,transcribed_processed_pseudogene,0.993786591417367,0.9616654659995401,0.9536389883332659,1.0953980723477502e-16,2.07899251057704e-10,9.275088514467221e-10,sienna3
11925,FO393411.1,processed_pseudogene,0.986217153000694,0.8978623884959921,0.9513252993783109,6.27154575246844e-14,4.3038065071705997e-07,1.35935505145144e-09,sienna3
16867,AC073861.1,processed_pseudogene,0.985049903884946,0.9550297094239749,0.9767438203243091,1.1973703889799e-13,7.30155389685369e-10,4.0001125148929195e-12,sienna3
7287,RPL32,protein_coding,0.9843481057302529,0.9528798372630699,0.969381709055092,1.7244779907741e-13,1.05366685759886e-09,3.52820908134757e-11,sienna3
7379,RPL37,protein_coding,0.9826891304440201,0.9566966906697741,0.970621246216789,3.8407558362543607e-13,5.42590627944302e-10,2.5448920778524e-11,sienna3
759,RPL18,protein_coding,0.980893448771409,0.9770287468580631,0.9407526409663969,8.41161831057535e-13,3.6277001266615902e-12,6.33359530367564e-09,sienna3
8990,RPL29,protein_coding,0.9795353559445849,0.97350696536831,0.9470726489325609,1.4507904626490001e-12,1.1230531435054402e-11,2.62107669263578e-09,sienna3
17005,AC116533.1,processed_pseudogene,0.9784041167125601,0.9570865375562609,0.9365497743658,2.22329518607387e-12,5.053453348936749e-10,1.08128115036297e-08,sienna3
3183,RPL34,protein_coding,0.978192502333984,0.9515704838036508,0.961453781857228,2.40208040310924e-12,1.30654882676506e-09,2.1711759517381097e-10,sienna3
1018,RPL31,protein_coding,0.977307748782016,0.961411702150541,0.9093940794910171,3.29272210084787e-12,2.18991888041628e-10,1.71332537284881e-07,sienna3
14563,RPL13P12,processed_pseudogene,0.976536453886615,0.961545765367098,0.9054808468852791,4.29172130118638e-12,2.1306910083395002e-10,2.37274166848591e-07,sienna3
10091,RPL13,protein_coding,0.967363012940611,0.918649271309146,0.90101714525208,5.842837605187129e-11,7.45486509898312e-08,3.3829236649871696e-07,sienna3
9528,RPS14,protein_coding,0.9668755040024469,0.952275824922899,0.8716445866977371,6.568555474616511e-11,1.1644590487994001e-09,2.4575751819775002e-06,sienna3
13552,RPL37A,protein_coding,0.9658985031151072,0.9330284249085892,0.9485956621448649,8.26275081304477e-11,1.64705825098486e-08,2.0851599830556e-09,sienna3
16892,RPL5P12,processed_pseudogene,0.9618205479803058,0.9648046694367499,0.944102104928665,2.0136399697952502e-10,1.06003026671664e-10,4.01880485285292e-09,sienna3
5984,ATP5MC2,protein_coding,0.9616736738748449,0.914150674469389,0.9694240566570799,2.07548792868399e-10,1.1301856571154301e-07,3.48982471506431e-11,sienna3
4873,RPL23,protein_coding,0.957516312284843,0.93277736714668,0.8982959570369209,4.66883478223798e-10,1.69574364960947e-08,4.1656633817099793e-07,sienna3
8956,RPL26,protein_coding,0.9570517267102758,0.8881963523241009,0.9179543819720359,5.085780281470869e-10,8.597215747487171e-07,7.961959565245951e-08,sienna3
13612,RPS4X,protein_coding,0.9562110849558091,0.9244417202776758,0.84869384208666,5.923099337118141e-10,4.2062082260295405e-08,8.494957431569051e-06,sienna3
5306,RPL36,protein_coding,0.9558030511939409,0.89733626209239,0.8985572441258509,6.37107040146624e-10,4.4767394130876504e-07,4.0842759111537204e-07,sienna3
14360,AL049873.1,processed_pseudogene,0.9525634829143199,0.966374396430632,0.9449219195786829,1.1104922533997901e-09,7.395199263558821e-11,3.58011611310767e-09,sienna3
16470,RPL24P8,processed_pseudogene,0.951271580562382,0.89131257276108,0.925546328095054,1.3711694575193401e-09,6.92713311033408e-07,3.7520015132496695e-08,sienna3
13027,ZNF559,protein_coding,0.951034166426378,0.926532458891124,0.8960242963266469,1.42446051277032e-09,3.38307852489496e-08,4.9343434983614e-07,sienna3
16737,RPS19P3,processed_pseudogene,0.9445198944902851,0.8925408461844649,0.8974938597661899,3.78973801617385e-09,6.35042264228742e-07,4.4243200653091495e-07,sienna3
13312,NACA,protein_coding,0.939924786527562,0.956364907483516,0.922064870841856,7.058531301348421e-09,5.76148421102247e-10,5.3479179302612995e-08,sienna3
16724,PPIL3,protein_coding,0.936714607863567,0.9218195010474158,0.9452756493109141,1.0595701573464301e-08,5.4797871511769995e-08,3.4040867898696007e-09,sienna3
19088,AL513477.1,transcribed_processed_pseudogene,0.9358849161680591,0.8625982725151651,0.8802969504387499,1.17282324123952e-08,4.11346161125431e-06,1.4466017261360201e-06,sienna3
4266,IFT43,protein_coding,0.935834500696881,0.967439293145343,0.926779883880176,1.18003127044383e-08,5.73585810240827e-11,3.29561144753835e-08,sienna3
14791,UBA52,protein_coding,0.9357439220739201,0.8565623643017309,0.8494678496695259,1.19307819623533e-08,5.68753634236221e-06,8.1744176278638e-06,sienna3
4485,TMEM39B,protein_coding,0.9285757374782109,0.891182024319792,0.873625109330067,2.71743590401979e-08,6.991005014412661e-07,2.18424985313127e-06,sienna3
14212,MT-RNR1,Mt_rRNA,0.971199197440135,0.958829654542013,0.9430186966184599,2.1748507664062302e-11,3.64680393810061e-10,4.6697520447483e-09,orangered4
13775,MT-ND2,protein_coding,0.9629003008700171,0.9871438921210121,0.9911463196370139,1.60616136674693e-10,3.604111515978131e-14,1.846481364068e-15,orangered4
14231,MT-ND4L,protein_coding,0.9599665007828849,0.976522166360978,0.990479049504438,2.9254103692757005e-10,4.31247902327697e-12,3.29527514529117e-15,orangered4
13749,MT-CO2,protein_coding,0.9580238898169692,0.985195217135867,0.977984572879135,4.2476259801706003e-10,1.10787437778407e-13,2.5898481179586e-12,orangered4
15081,MTND2P28,unprocessed_pseudogene,0.952038836784964,0.991508620508812,0.988973482983367,1.2106199542899902e-09,1.32334015472547e-15,1.06148335956072e-14,orangered4
10159,CDK2AP2,protein_coding,0.9482597403973431,0.9395379630355569,0.809801399808658,2.1943524029107898e-09,7.42126728199461e-09,4.6504238887767295e-05,orangered4
13830,MT-ND4,protein_coding,0.9474532781566151,0.9810415760479829,0.9885785118080309,2.47701778435275e-09,7.90752724097563e-13,1.40492066886376e-14,orangered4
17418,SNHG18,lncRNA,0.941481730266226,0.9363012772437241,0.922463083605681,5.74962616824158e-09,1.11474190470815e-08,5.13975697111815e-08,orangered4
14993,AL353150.1,lncRNA,0.936270252013927,0.9663898616620401,0.913565578588278,1.1189819966049699e-08,7.36839264426044e-11,1.19104755127583e-07,orangered4
13832,MT-ND1,protein_coding,0.928288540611581,0.9746555145672421,0.9807331446484642,2.8035087726029997e-08,7.906477055753531e-12,8.988547434859351e-13,orangered4
14201,MT-RNR2,Mt_rRNA,0.9248958817917159,0.9793356034353149,0.95827342850097,4.01400075072288e-08,1.56704244136435e-12,4.0529701498207197e-10,orangered4
6128,PHF11,protein_coding,0.9177884077046541,0.930881945995548,0.955816232714513,8.087406386074881e-08,2.10539477276005e-08,6.35615060504485e-10,orangered4
7063,MRPL24,protein_coding,0.916124719389479,0.910172178195935,0.9270532691384821,9.44255951596699e-08,1.60311907500302e-07,3.20125404619934e-08,orangered4
2445,HAGHL,protein_coding,0.9153745228840942,0.9437600240965308,0.9119318398040691,1.01152605605925e-07,4.21522948253979e-09,1.3762506617990698e-07,orangered4
14204,MT-TP,Mt_tRNA,0.914604264932813,0.875739535640355,0.95686516567926,1.08487388101673e-07,1.9217223199041098e-06,5.26211584090015e-10,orangered4
13790,MT-CO1,protein_coding,0.909460286001417,0.9725811169913191,0.97831413436061,1.70369980185439e-07,1.47393988617445e-11,2.2978452979464e-12,orangered4
13838,MT-ATP6,protein_coding,0.9090795813251121,0.97652314138728,0.974959026777102,1.75969472740392e-07,4.31105966993182e-12,7.18686012993622e-12,orangered4
5376,CHMP2A,protein_coding,0.9075102812766289,0.9454465461077041,0.953153994494287,2.00766209561494e-07,3.32177257829533e-09,1.00648495691521e-09,orangered4
5514,STARD3,protein_coding,0.906252352788469,0.961632049346682,0.924268709026333,2.2277119982315603e-07,2.0933139571569399e-10,4.28149977200527e-08,orangered4
7124,JTB,protein_coding,0.901535742105087,0.969627572721441,0.9487441923879192,3.24916270518925e-07,3.31039000969335e-11,2.03840686221167e-09,orangered4
17201,MTATP6P1,unprocessed_pseudogene,0.894472403018468,0.9728321634522941,0.969069367627044,5.52728965110512e-07,1.3704562972784802e-11,3.8228717422301e-11,orangered4
1241,ACTN2,protein_coding,0.887050151739403,0.9297546626065659,0.9455616637846,9.29334523876712e-07,2.3876666215375496e-08,3.2673053371471396e-09,orangered4
14003,ZNF814,protein_coding,0.881134178388865,0.9440166317289159,0.951180001202396,1.37136278803163e-06,4.0671227966329005e-09,1.3915165834890197e-09,orangered4
17141,MTND4P12,processed_pseudogene,0.876665254491005,0.975766719073179,0.958393176689096,1.8156316126011799e-06,5.54280695604137e-12,3.9623503006341803e-10,orangered4
8641,DUSP23,protein_coding,0.8764432659508841,0.95229935297113,0.925747298039431,1.84060122937538e-06,1.1599609315447803e-09,3.67411032404523e-08,orangered4
15128,MTND1P23,unprocessed_pseudogene,0.874208998731253,0.964644551693709,0.9552211323353729,2.10884314464012e-06,1.0986747568869199e-10,7.06086797500046e-10,orangered4
7052,PPOX,protein_coding,0.866773036465523,0.9489176247897241,0.829751095066207,3.25819553841927e-06,1.9849713360171603e-09,2.04925261396762e-05,orangered4
18603,MTCO1P40,processed_pseudogene,0.8663098479987059,0.946556349590511,0.900619997210442,3.34482636523704e-06,2.8280965700978302e-09,3.48855163824524e-07,orangered4
5946,P2RX4,protein_coding,0.8536675088665259,0.869480209043862,0.835636312702626,6.60980288490112e-06,2.7894386400203e-06,1.5772506931306303e-05,orangered4
13096,NOXA1,protein_coding,0.844677069289792,0.852968326231419,0.859318801439525,1.03372301639673e-05,6.8508557846194805e-06,4.91429271204476e-06,orangered4
6941,PGGHG,protein_coding,0.970156069939979,0.9456791715499,0.9493597174667171,2.88147112170538e-11,3.21250965145971e-09,1.8542341994544603e-09,mediumpurple3
8288,PROM2,protein_coding,0.958801421079925,0.935370532764238,0.897755978533217,3.66653141986134e-10,1.2481926711736499e-08,4.33830916123541e-07,mediumpurple3
11921,TDRP,protein_coding,0.9463094226628791,0.9913460903359309,0.9568873807477959,2.9320325575130605e-09,1.53930247847738e-15,5.24084307202446e-10,mediumpurple3
913,PDZD4,protein_coding,0.944046806112568,0.982803158735104,0.882300769896049,4.0500078944415795e-09,3.6442675721360603e-13,1.27215955177627e-06,mediumpurple3
2961,PDLIM1,protein_coding,0.94289839306696,0.909625987286696,0.84228971680186,4.74739089826393e-09,1.67981378497953e-07,1.15865561465325e-05,mediumpurple3
6214,CDK9,protein_coding,0.939389637469538,0.9660860707382131,0.957739668792534,7.56459053995675e-09,7.91077458803912e-11,4.47920704749074e-10,mediumpurple3
7269,GMPPA,protein_coding,0.9383785550372701,0.90316122471478,0.954024352592393,8.60724560398962e-09,2.85906778256075e-07,8.68657121336304e-10,mediumpurple3
7622,NDUFB9,protein_coding,0.937754799581133,0.883240217178885,0.93868165445482,9.310894542284099e-09,1.19682865123737e-06,8.28233342489025e-09,mediumpurple3
925,PLEKHH3,protein_coding,0.9355230815623491,0.8394845862336681,0.8277096218824791,1.2254142257994098e-08,1.3217687414351899e-05,2.23894855867798e-05,mediumpurple3
14788,FADS3,protein_coding,0.9351175276762171,0.9308050639902191,0.949180489676093,1.2867820155278798e-08,2.12368017474867e-08,1.90630387244214e-09,mediumpurple3
10986,EGFL7,protein_coding,0.931890093582595,0.9601994650300659,0.921998851892402,1.87795560801584e-08,2.79402097539947e-10,5.38312516733593e-08,mediumpurple3
3691,HYAL1,protein_coding,0.9300249409866391,0.9113143422161999,0.900475468074723,2.31715897790283e-08,1.45247164981546e-07,3.5276924393345605e-07,mediumpurple3
8687,ATP5MC1,protein_coding,0.927615323281523,0.954669768090225,0.9659087747259109,3.0145971580075596e-08,7.7735208386475e-10,8.243128552976691e-11,mediumpurple3
9737,COMTD1,protein_coding,0.927014839722435,0.946223960830682,0.890369534463581,3.21437452874067e-08,2.96877043912604e-09,7.400064027277591e-07,mediumpurple3
2833,HSPB1,protein_coding,0.926182843379376,0.968344472252498,0.8435415002169498,3.5100998967329404e-08,4.5907497980855606e-11,1.09162762686741e-05,mediumpurple3
8746,ZFYVE28,protein_coding,0.924375788686167,0.9656655141186109,0.8624286051110039,4.2347640345137796e-08,8.7189105023378e-11,4.151950522904341e-06,mediumpurple3
14444,TSPAN4,protein_coding,0.924156490493386,0.9364358959463701,0.815838133081581,4.33095761221882e-08,1.09650528530946e-08,3.6665690731357e-05,mediumpurple3
7713,FUOM,protein_coding,0.919039996350413,0.9071284151674179,0.89726846904783,7.182215333029469e-08,2.0723806250814603e-07,4.4994528547188605e-07,mediumpurple3
780,ATP2C2,protein_coding,0.918192931289587,0.926669275877967,0.8300381091857171,7.78461227600293e-08,3.33446693954529e-08,2.02371779565052e-05,mediumpurple3
11344,POLD4,protein_coding,0.917805825218467,0.864112317768728,0.900827786085999,8.07416197086591e-08,3.7833546792432603e-06,3.43293685212842e-07,mediumpurple3
6769,FURIN,protein_coding,0.9158303718779309,0.865678903503657,0.8143343139354509,9.70173135354191e-08,3.46601373580521e-06,3.89330416844752e-05,mediumpurple3
2495,ACSBG1,protein_coding,0.914522584733938,0.884255213207117,0.8654481833902791,1.09291527111772e-07,1.1197911116399799e-06,3.51126134650401e-06,mediumpurple3
10520,SYAP1,protein_coding,0.912284300497928,0.8876065112342749,0.835442086447529,1.33431627740963e-07,8.94960892617597e-07,1.59119220348316e-05,mediumpurple3
16524,CKMT1B,protein_coding,0.904418404284514,0.8621477672496881,0.95179944407307,2.5857857630387603e-07,4.21633830945103e-06,1.25885754567983e-09,mediumpurple3
17396,AP002784.1,lncRNA,0.89960753650415,0.874458718724075,0.8218637225943131,3.77081998241285e-07,2.0772835751796902e-06,2.8672795523456103e-05,mediumpurple3
8570,MRPL17,protein_coding,0.8990361692156629,0.911421183569583,0.8683527894422699,3.93865862041245e-07,1.4390281995868e-07,2.9770749917880903e-06,mediumpurple3
1051,SPEG,protein_coding,0.8979606959598421,0.930585828938948,0.925686216142443,4.2721419090851497e-07,2.17658123353111e-08,3.69763450089305e-08,mediumpurple3
11613,PNPLA2,protein_coding,0.887062790361525,0.909357256329381,0.9352029299986659,9.285412154144659e-07,1.7186993176787902e-07,1.2736419261223e-08,mediumpurple3
10653,KCNS3,protein_coding,0.884737346307079,0.946338117429637,0.927391202571699,1.08472111337764e-06,2.91978636334259e-09,3.0878631273972006e-08,mediumpurple3
1421,P2RX5,protein_coding,0.882864296480143,0.970345060631495,0.9397116384554449,1.22649752816318e-06,2.7403182034121302e-11,7.2564522064728496e-09,mediumpurple3
4502,CXCR4,protein_coding,0.9961521001566049,0.996607397423933,0.99386709846354,2.38740167832823e-18,8.730023382334998e-19,9.871193348836501e-17,lightyellow
171,TFAP2B,protein_coding,0.9917694612160569,0.99462590517575,0.9873592494199409,1.03187064906171e-15,3.439632196806851e-17,3.15063115062889e-14,lightyellow
11843,ZBTB18,protein_coding,0.9903844091804309,0.992248168608508,0.951771397667656,3.56556733712692e-15,6.398565316283389e-16,1.26461683899528e-09,lightyellow
5370,PRDM12,protein_coding,0.990299623934706,0.9868947390589341,0.993739453473696,3.82396939216262e-15,4.19903110804196e-14,1.16350108965305e-16,lightyellow
11060,INSM1,protein_coding,0.989627713718337,0.988509031675013,0.9777800270137741,6.520639552922821e-15,1.4744462315133e-14,2.7869339799981e-12,lightyellow
10814,NHLH1,protein_coding,0.9895537651359481,0.983163582470789,0.9308665134929229,6.900366797605079e-15,3.07970207113382e-13,2.10905419718612e-08,lightyellow
4624,NEUROD4,protein_coding,0.98944472296661,0.9872494025500891,0.967668295931018,7.495541451289741e-15,3.37527954377038e-14,5.4248802355428704e-11,lightyellow
10355,ATOH8,protein_coding,0.9868962208896129,0.9954320981482869,0.9273327768751851,4.19525373240579e-14,9.39496190632885e-18,3.10721457912056e-08,lightyellow
12922,ZNF385C,protein_coding,0.986754740014835,0.9872000853051959,0.961502829599722,4.56959195758897e-14,3.4806077683547095e-14,2.1495058463782798e-10,lightyellow
8085,PRDM8,protein_coding,0.986017142600928,0.9752262947286708,0.968978105185113,7.033293659700071e-14,6.601188608886901e-12,3.91292033295377e-11,lightyellow
4920,FAM110A,protein_coding,0.985634495665225,0.9793982144271579,0.9744223812345809,8.71843040220108e-14,1.52975949596377e-12,8.50115130501869e-12,lightyellow
6954,NTN5,protein_coding,0.9835203188295492,0.9789479325647891,0.9772918358303341,2.5976878848538e-13,1.81605348684557e-12,3.3110742177514805e-12,lightyellow
12109,NEUROG1,protein_coding,0.9833769890052929,0.9828979666394331,0.987045208926838,2.7827813247326506e-13,3.48764118658561e-13,3.83028788808248e-14,lightyellow
1280,CBFA2T2,protein_coding,0.9827649172684672,0.980561062667519,0.887563938813697,3.70916145775058e-13,9.646029989831372e-13,8.97551829243546e-07,lightyellow
6507,GLCE,protein_coding,0.98216972562217,0.9824060990199399,0.952165330599803,4.85761342095154e-13,4.3689552885711207e-13,1.18578708455019e-09,lightyellow
9137,NEUROD1,protein_coding,0.981903598061004,0.983704433930806,0.9372149537449509,5.46429782632505e-13,2.37576012767144e-13,9.959685389968359e-09,lightyellow
13223,KIF19,protein_coding,0.981901055154182,0.99188137905824,0.983310499205115,5.47039999231084e-13,9.25143234203507e-16,2.87248559685473e-13,lightyellow
13758,PPP1R14C,protein_coding,0.9803348085226959,0.9715619779563421,0.9189535284875959,1.0574155936590399e-12,1.9673599590934897e-11,7.2417966970748e-08,lightyellow
